  Year 1  ,  Year 2  ,  Year 3  ,  Year 4  ,  Year 5  
" 164,076.00 "," 237,874.00 "," 420,019.00 "," 200,795.00 ",  -    
" 16,517.00 "," 271,025.00 "," 413,771.00 "," 200,635.00 "," 3,316.00 "
" 159,788.00 "," 301,761.00 "," 477,658.00 "," 199,962.00 "," 1,487.00 "
" 208,775.00 "," 282,411.00 "," 452,110.00 "," 200,183.00 "," 38,679.00 "
" 87,356.00 "," 234,999.00 "," 128,471.00 "," 199,159.00 "," 74,686.00 "
" 157,904.00 "," 249,845.00 "," 96,273.00 "," 200,391.00 ",  -    
" 183,989.00 "," 248,252.00 "," 90,012.00 "," 200,382.00 ",  -    
" 219,826.00 "," 263,221.00 "," 248,493.00 "," 199,620.00 "," 135,280.00 "
" 98,452.00 "," 337,487.00 "," 413,027.00 "," 199,639.00 "," 122,211.00 "
" 101,791.00 "," 156,073.00 "," 3,974.00 "," 200,016.00 "," 51,173.00 "
" 188,704.00 "," 223,114.00 "," 2,040.00 "," 200,037.00 "," 148,074.00 "
" 203,892.00 "," 253,141.00 "," 437,501.00 "," 200,216.00 "," 48,087.00 "
" 333,285.00 "," 176,019.00 "," 29,106.00 "," 199,980.00 "," 77,363.00 "
" 232,035.00 "," 309,532.00 "," 348,712.00 "," 200,077.00 ",  -    
" 84,302.00 "," 224,970.00 ", 91.00 ," 199,146.00 ",  -    
" 196,096.00 "," 322,259.00 "," 362,566.00 "," 200,660.00 "," 24,341.00 "
" 161,186.00 "," 314,820.00 "," 5,917.00 "," 199,669.00 "," 36,898.00 "
" 123,753.00 "," 260,972.00 "," 136,786.00 "," 199,896.00 "," 84,884.00 "
" 225,544.00 "," 339,858.00 "," 402,149.00 "," 200,200.00 ",  -    
" 157,565.00 "," 169,924.00 "," 445,087.00 "," 200,033.00 ",  -    
" 183,838.00 "," 348,485.00 "," 165,885.00 "," 199,722.00 ",  -    
" 172,210.00 "," 345,134.00 "," 205,751.00 "," 200,063.00 ",  -    
" 143,787.00 "," 229,235.00 "," 490,810.00 "," 200,120.00 "," 91,193.00 "
" 154,837.00 "," 219,533.00 "," 127,068.00 "," 199,953.00 "," 125,959.00 "
" 279,392.00 "," 312,706.00 "," 18,806.00 "," 200,071.00 "," 175,995.00 "
" 335,251.00 "," 197,356.00 "," 128,114.00 "," 200,046.00 "," 145,916.00 "
" 120,290.00 "," 187,549.00 "," 95,148.00 "," 199,750.00 ",  -    
" 261,818.00 "," 151,200.00 "," 120,000.00 "," 199,914.00 "," 303,912.00 "
" 118,550.00 "," 294,786.00 "," 31,605.00 "," 200,519.00 "," 69,071.00 "
" 91,284.00 "," 218,084.00 "," 375,255.00 "," 199,628.00 "," 147,184.00 "
" 171,345.00 "," 337,852.00 "," 499,206.00 "," 199,871.00 "," 100,281.00 "
" 264,237.00 "," 342,076.00 "," 27,759.00 "," 199,806.00 ",  -    
" 383,734.00 "," 314,500.00 "," 39,255.00 "," 200,351.00 "," 23,915.00 "
" 163,783.00 "," 337,081.00 "," 478,875.00 "," 198,917.00 "," 19,249.00 "
" 419,065.00 "," 284,951.00 "," 313,473.00 "," 199,831.00 "," 49,139.00 "
" 185,425.00 "," 182,823.00 "," 92,884.00 "," 200,169.00 ",  -    
" 211,496.00 "," 227,834.00 "," 245,349.00 "," 199,300.00 "," 6,535.00 "
" 211,749.00 "," 184,058.00 "," 162,161.00 "," 200,191.00 ",  -    
" 201,710.00 "," 203,418.00 "," 36,883.00 "," 200,278.00 "," 25,555.00 "
" 268,458.00 "," 290,106.00 "," 4,896.00 "," 200,113.00 "," 159,377.00 "
" 243,022.00 "," 326,179.00 "," 43,809.00 "," 199,976.00 "," 16,120.00 "
" 157,054.00 "," 335,398.00 "," 243,269.00 "," 199,524.00 ",  -    
" 84,946.00 "," 248,425.00 "," 438,005.00 "," 200,514.00 ",  -    
" 383,732.00 "," 269,740.00 "," 467,229.00 "," 199,617.00 "," 172,220.00 "
" 353,022.00 "," 221,921.00 "," 136,402.00 "," 200,222.00 "," 119,817.00 "
" 199,979.00 "," 191,347.00 "," 1,006.00 "," 199,680.00 ",  -    
" 69,769.00 "," 341,377.00 "," 207,693.00 "," 199,313.00 "," 191,936.00 "
" 328,090.00 "," 294,989.00 "," 322,568.00 "," 199,562.00 "," 78,096.00 "
" 177,487.00 "," 205,080.00 "," 221,653.00 "," 200,020.00 ",  -    
" 170,731.00 "," 304,709.00 "," 323,511.00 "," 200,735.00 "," 37,814.00 "
" 323,837.00 "," 329,807.00 "," 314,719.00 "," 200,237.00 ",  -    
" 85,787.00 "," 187,870.00 ", 28.00 ," 199,837.00 "," 59,561.00 "
  -    ," 185,654.00 "," 48,254.00 "," 199,797.00 "," 99,049.00 "
" 87,098.00 "," 170,351.00 "," 67,178.00 "," 199,684.00 "," 160,182.00 "
" 115,767.00 "," 299,204.00 "," 480,921.00 "," 200,796.00 "," 39,003.00 "
" 145,649.00 "," 153,129.00 "," 220,678.00 "," 200,360.00 "," 141,089.00 "
" 94,367.00 "," 172,751.00 "," 20,898.00 "," 199,679.00 ",  -    
" 217,335.00 "," 185,085.00 "," 109,387.00 "," 199,495.00 "," 35,842.00 "
" 112,164.00 "," 168,534.00 "," 10,942.00 "," 200,053.00 "," 228,407.00 "
" 224,107.00 "," 238,711.00 "," 29,202.00 "," 199,623.00 "," 91,738.00 "
" 164,178.00 "," 329,819.00 "," 493,364.00 "," 199,394.00 ",  -    
" 340,660.00 "," 341,644.00 "," 460,569.00 "," 200,302.00 "," 18,312.00 "
" 162,374.00 "," 212,511.00 "," 427,743.00 "," 199,864.00 "," 75,247.00 "
" 128,009.00 "," 239,929.00 "," 269,791.00 "," 200,404.00 "," 71,615.00 "
" 279,948.00 "," 259,118.00 "," 111,724.00 "," 199,422.00 "," 175,058.00 "
" 83,392.00 "," 218,581.00 "," 465,241.00 "," 200,184.00 ",  -    
" 209,299.00 "," 185,286.00 "," 145,911.00 "," 200,902.00 "," 7,610.00 "
" 247,757.00 "," 306,264.00 "," 6,203.00 "," 199,311.00 ",  -    
" 301,526.00 "," 301,439.00 "," 29,631.00 "," 199,583.00 "," 39,293.00 "
" 256,969.00 "," 308,866.00 "," 349,172.00 "," 200,244.00 "," 17,961.00 "
" 140,814.00 "," 223,349.00 "," 425,287.00 "," 200,179.00 ",  -    
" 216,793.00 "," 202,224.00 "," 7,177.00 "," 200,686.00 ",  -    
" 154,421.00 "," 312,919.00 "," 1,090.00 "," 200,011.00 "," 62,394.00 "
" 70,055.00 "," 266,648.00 "," 87,182.00 "," 199,463.00 ",  -    
" 194,424.00 "," 308,203.00 "," 487,146.00 "," 200,542.00 "," 195,082.00 "
" 259,132.00 "," 300,909.00 "," 47,002.00 "," 199,996.00 ",  -    
" 64,924.00 "," 253,103.00 "," 105,974.00 "," 200,003.00 "," 117,462.00 "
" 260,811.00 "," 170,933.00 "," 48,370.00 "," 200,184.00 "," 147,663.00 "
" 68,319.00 "," 316,185.00 "," 466,520.00 "," 199,692.00 ",  -    
" 110,714.00 "," 305,678.00 "," 411,890.00 "," 200,429.00 "," 1,176.00 "
" 92,062.00 "," 185,539.00 "," 116,819.00 "," 200,292.00 "," 16,644.00 "
" 226,521.00 "," 232,604.00 "," 91,974.00 "," 199,879.00 "," 132,888.00 "
" 228,009.00 "," 315,269.00 "," 183,019.00 "," 200,234.00 "," 21,895.00 "
" 156,013.00 "," 200,208.00 "," 13,037.00 "," 199,833.00 "," 132,227.00 "
" 215,830.00 "," 192,161.00 "," 53,418.00 "," 199,660.00 "," 88,335.00 "
" 166,111.00 "," 168,390.00 "," 185,225.00 "," 199,753.00 "," 215,544.00 "
" 125,285.00 "," 186,748.00 "," 32,931.00 "," 201,113.00 ",  -    
" 310,342.00 "," 270,359.00 "," 479,743.00 "," 200,111.00 "," 52,597.00 "
" 325,595.00 "," 203,238.00 "," 499,754.00 "," 200,648.00 ", 521.00 
" 107,808.00 "," 290,649.00 "," 457,187.00 "," 200,232.00 "," 98,794.00 "
" 298,642.00 "," 318,210.00 "," 455,238.00 "," 199,648.00 ",  -    
" 78,836.00 "," 155,403.00 "," 370,694.00 "," 201,219.00 "," 38,768.00 "
" 209,723.00 "," 238,911.00 "," 338,647.00 "," 200,680.00 "," 37,738.00 "
" 166,232.00 "," 153,164.00 "," 165,842.00 "," 199,535.00 "," 22,066.00 "
" 195,278.00 "," 190,660.00 "," 483,583.00 "," 199,533.00 "," 116,846.00 "
" 314,194.00 "," 190,019.00 "," 244,663.00 "," 200,281.00 "," 82,080.00 "
" 294,130.00 "," 271,216.00 "," 116,420.00 "," 200,345.00 "," 312,300.00 "
" 39,635.00 "," 318,218.00 "," 494,205.00 "," 199,844.00 ",  -    
" 190,922.00 "," 252,767.00 "," 17,124.00 "," 199,733.00 ",  -    
" 160,705.00 "," 302,570.00 "," 377,126.00 "," 199,863.00 ",  -    
" 289,978.00 "," 320,039.00 "," 8,561.00 "," 199,881.00 "," 44,760.00 "
" 280,753.00 "," 155,950.00 "," 490,416.00 "," 200,068.00 "," 26,870.00 "
" 186,740.00 "," 301,457.00 "," 83,156.00 "," 199,621.00 "," 110,541.00 "
" 158,951.00 "," 162,963.00 "," 319,795.00 "," 200,396.00 "," 79,236.00 "
" 110,109.00 "," 152,667.00 "," 44,760.00 "," 199,470.00 ",  -    
" 306,380.00 "," 252,143.00 "," 189,373.00 "," 199,976.00 "," 252,415.00 "
" 166,522.00 "," 294,468.00 "," 7,029.00 "," 200,299.00 "," 48,261.00 "
" 296,192.00 "," 219,281.00 "," 432,793.00 "," 200,450.00 "," 61,295.00 "
" 143,739.00 "," 268,004.00 "," 357,018.00 "," 199,799.00 "," 227,477.00 "
" 76,686.00 "," 325,945.00 "," 297,317.00 "," 199,994.00 "," 176,915.00 "
" 129,188.00 "," 198,996.00 "," 262,203.00 "," 199,317.00 "," 2,474.00 "
" 50,529.00 "," 318,620.00 "," 358,962.00 "," 200,352.00 ",  -    
" 28,670.00 "," 341,683.00 "," 10,015.00 "," 199,874.00 "," 248,249.00 "
" 310,860.00 "," 185,237.00 "," 229,335.00 "," 199,968.00 ",  -    
" 205,766.00 "," 257,388.00 "," 457,906.00 "," 199,740.00 "," 62,134.00 "
" 93,272.00 "," 220,582.00 "," 475,510.00 "," 200,813.00 "," 113,394.00 "
" 360,941.00 "," 182,777.00 "," 442,585.00 "," 199,938.00 ",  -    
" 161,835.00 "," 229,288.00 "," 290,801.00 "," 200,642.00 "," 128,297.00 "
" 70,565.00 "," 265,481.00 "," 23,510.00 "," 199,957.00 "," 196,682.00 "
" 193,558.00 "," 209,262.00 "," 496,804.00 "," 200,484.00 "," 10,635.00 "
" 173,024.00 "," 184,953.00 "," 346,021.00 "," 200,386.00 "," 90,600.00 "
" 100,731.00 "," 156,738.00 "," 460,220.00 "," 199,690.00 "," 60,763.00 "
" 49,300.00 "," 292,095.00 "," 70,940.00 "," 199,312.00 ",  -    
" 78,235.00 "," 274,149.00 "," 428,154.00 "," 200,197.00 "," 15,883.00 "
" 164,623.00 "," 300,728.00 "," 434,717.00 "," 199,636.00 ",  -    
" 256,273.00 "," 300,515.00 "," 357,230.00 "," 199,700.00 ",  -    
  -    ," 154,382.00 "," 345,225.00 "," 199,879.00 "," 83,388.00 "
" 225,094.00 "," 182,272.00 "," 104,987.00 "," 200,082.00 "," 19,482.00 "
" 226,978.00 "," 319,069.00 "," 15,151.00 "," 200,381.00 "," 29,219.00 "
" 188,734.00 "," 340,378.00 "," 498,227.00 "," 199,839.00 "," 42,511.00 "
" 380,576.00 "," 202,718.00 "," 455,486.00 "," 200,374.00 "," 69,168.00 "
" 152,593.00 "," 336,427.00 "," 114,025.00 "," 199,470.00 ",  -    
" 247,071.00 "," 189,037.00 "," 24,093.00 "," 199,799.00 "," 189,445.00 "
" 194,062.00 "," 199,371.00 "," 148,324.00 "," 199,713.00 "," 132,124.00 "
" 330,680.00 "," 257,009.00 "," 31,215.00 "," 199,717.00 ",  -    
" 187,775.00 "," 173,502.00 "," 454,877.00 "," 200,059.00 "," 105,805.00 "
" 122,992.00 "," 172,428.00 "," 108,157.00 "," 199,707.00 ",  -    
" 307,075.00 "," 288,939.00 "," 255,656.00 "," 200,621.00 ",  -    
" 41,110.00 "," 260,044.00 "," 491,993.00 "," 199,082.00 "," 206,500.00 "
" 384,902.00 "," 253,578.00 "," 92,236.00 "," 200,204.00 "," 130,258.00 "
" 253,200.00 "," 252,940.00 "," 14,285.00 "," 200,242.00 ",  -    
" 168,462.00 "," 276,996.00 "," 354,490.00 "," 200,310.00 ",  -    
" 12,857.00 "," 336,877.00 "," 85,488.00 "," 200,060.00 ",  -    
  -    ," 276,225.00 "," 343,652.00 "," 199,846.00 "," 26,724.00 "
" 414,451.00 "," 324,749.00 "," 88,676.00 "," 200,277.00 "," 138,747.00 "
" 183,664.00 "," 234,965.00 "," 21,941.00 "," 200,139.00 "," 232,341.00 "
" 229,847.00 "," 155,547.00 "," 214,061.00 "," 200,181.00 ",  -    
" 242,585.00 "," 283,979.00 "," 127,963.00 "," 200,463.00 "," 27,968.00 "
" 220,766.00 "," 209,032.00 ", 156.00 ," 200,264.00 "," 49,619.00 "
" 125,533.00 "," 182,255.00 "," 312,922.00 "," 199,482.00 "," 69,694.00 "
" 347,309.00 "," 178,094.00 "," 355,051.00 "," 200,330.00 "," 87,545.00 "
" 222,377.00 "," 208,247.00 "," 8,269.00 "," 199,769.00 "," 15,816.00 "
" 312,643.00 "," 248,027.00 "," 475,901.00 "," 200,490.00 ",  -    
" 261,314.00 "," 263,944.00 "," 471,987.00 "," 199,677.00 "," 142,091.00 "
" 202,537.00 "," 215,379.00 "," 381,012.00 "," 199,953.00 "," 178,870.00 "
" 101,375.00 "," 226,623.00 "," 319,718.00 "," 199,227.00 "," 34,784.00 "
" 263,708.00 "," 226,617.00 "," 416,313.00 "," 199,982.00 "," 60,188.00 "
" 133,242.00 "," 164,063.00 "," 245,556.00 "," 199,677.00 ",  -    
" 278,696.00 "," 169,306.00 "," 247,596.00 "," 200,152.00 ",  -    
" 72,581.00 "," 228,483.00 "," 300,471.00 "," 200,084.00 ",  -    
" 189,486.00 "," 214,013.00 "," 144,520.00 "," 200,240.00 ",  -    
" 63,522.00 "," 309,564.00 "," 147,201.00 "," 200,381.00 ",  -    
" 305,186.00 "," 222,832.00 "," 460,317.00 "," 199,855.00 ",  -    
" 358,713.00 "," 338,300.00 ", 10.00 ," 200,282.00 "," 91,556.00 "
" 314,717.00 "," 287,263.00 "," 405,638.00 "," 199,967.00 "," 61,028.00 "
" 500,219.00 "," 201,415.00 "," 390,592.00 "," 200,258.00 ",  -    
" 76,847.00 "," 324,898.00 "," 250,751.00 "," 199,983.00 "," 15,907.00 "
" 242,214.00 "," 292,899.00 "," 489,748.00 "," 200,259.00 "," 17,468.00 "
" 269,040.00 "," 266,056.00 "," 225,838.00 "," 200,365.00 "," 197,073.00 "
" 182,555.00 "," 170,397.00 "," 490,963.00 "," 199,425.00 "," 238,004.00 "
" 150,129.00 "," 253,176.00 "," 17,689.00 "," 200,118.00 "," 73,795.00 "
" 254,307.00 "," 163,618.00 "," 233,047.00 "," 200,288.00 "," 2,244.00 "
" 268,657.00 "," 249,886.00 "," 491,514.00 "," 199,444.00 "," 31,620.00 "
" 187,023.00 "," 290,407.00 "," 41,898.00 "," 200,161.00 "," 138,160.00 "
" 160,212.00 "," 214,685.00 "," 11,547.00 "," 199,916.00 "," 10,838.00 "
" 209,715.00 "," 298,772.00 "," 498,828.00 "," 200,595.00 "," 58,369.00 "
" 384,832.00 "," 247,710.00 "," 465,357.00 "," 200,080.00 "," 83,872.00 "
" 272,482.00 "," 268,605.00 "," 47,942.00 "," 199,734.00 ",  -    
" 170,184.00 "," 285,009.00 "," 322,839.00 "," 199,907.00 "," 186,526.00 "
" 166,716.00 "," 188,953.00 "," 140,587.00 "," 200,632.00 ",  -    
  -    ," 302,881.00 "," 217,621.00 "," 199,550.00 "," 113,985.00 "
" 357,474.00 "," 348,458.00 "," 20,578.00 "," 200,400.00 "," 231,344.00 "
" 177,669.00 "," 312,652.00 "," 8,232.00 "," 200,373.00 "," 200,580.00 "
" 273,734.00 "," 332,635.00 "," 480,324.00 "," 199,865.00 "," 133,854.00 "
" 46,581.00 "," 347,877.00 "," 400,581.00 "," 200,354.00 "," 70,474.00 "
" 250,806.00 "," 269,979.00 "," 65,363.00 "," 200,155.00 "," 99,362.00 "
" 254,060.00 "," 256,879.00 "," 2,331.00 "," 199,342.00 "," 22,251.00 "
" 125,435.00 "," 190,254.00 "," 410,281.00 "," 199,898.00 ",  -    
" 299,272.00 "," 192,926.00 "," 473,342.00 "," 199,732.00 "," 194,093.00 "
" 241,029.00 "," 277,043.00 "," 31,767.00 "," 199,992.00 ",  -    
" 351,682.00 "," 224,515.00 "," 169,386.00 "," 200,175.00 ",  -    
" 131,224.00 "," 308,771.00 "," 499,038.00 "," 199,933.00 "," 14,845.00 "
" 417,580.00 "," 327,852.00 "," 236,994.00 "," 200,781.00 "," 17,443.00 "
" 93,177.00 "," 233,113.00 "," 118,779.00 "," 199,707.00 "," 148,408.00 "
" 119,950.00 "," 162,182.00 "," 10,728.00 "," 200,231.00 "," 71,047.00 "
  -    ," 252,324.00 "," 1,268.00 "," 199,919.00 ",  -    
" 215,046.00 "," 338,375.00 "," 49,843.00 "," 199,590.00 ",  -    
" 162,815.00 "," 319,187.00 "," 13,520.00 "," 200,488.00 "," 148,253.00 "
" 363,277.00 "," 326,412.00 "," 283,430.00 "," 200,155.00 "," 13,613.00 "
" 281,032.00 "," 192,954.00 "," 415,676.00 "," 199,466.00 "," 75,152.00 "
" 145,242.00 "," 234,724.00 "," 383,428.00 "," 199,445.00 ",  -    
" 84,108.00 "," 275,167.00 "," 94,865.00 "," 200,254.00 "," 86,352.00 "
" 90,484.00 "," 315,262.00 "," 63,496.00 "," 200,059.00 "," 12,906.00 "
" 206,178.00 "," 152,663.00 "," 47,588.00 "," 200,293.00 "," 17,380.00 "
" 204,283.00 "," 243,002.00 "," 24,136.00 "," 200,459.00 ",  -    
" 160,175.00 "," 223,531.00 "," 289,582.00 "," 200,040.00 ",  -    
" 132,086.00 "," 194,966.00 "," 140,589.00 "," 200,418.00 "," 83,148.00 "
" 143,987.00 "," 223,566.00 "," 385,840.00 "," 200,053.00 "," 229,823.00 "
" 103,524.00 "," 219,670.00 "," 399,316.00 "," 199,801.00 "," 132,935.00 "
" 126,740.00 "," 290,797.00 "," 139,919.00 "," 200,424.00 "," 43,438.00 "
" 86,290.00 "," 211,363.00 "," 93,426.00 "," 199,891.00 "," 87,763.00 "
" 200,702.00 "," 205,759.00 "," 397,419.00 "," 199,553.00 "," 272,335.00 "
" 339,027.00 "," 164,183.00 "," 145,780.00 "," 199,546.00 ",  -    
" 208,399.00 "," 160,883.00 "," 10,265.00 "," 199,782.00 "," 75,229.00 "
" 12,215.00 "," 176,462.00 "," 135,171.00 "," 200,243.00 ",  -    
" 374,399.00 "," 293,878.00 ", 144.00 ," 200,301.00 "," 77,531.00 "
" 213,495.00 "," 315,182.00 "," 29,541.00 "," 199,820.00 "," 270,211.00 "
" 319,976.00 "," 324,802.00 "," 396,063.00 "," 200,208.00 "," 85,406.00 "
" 276,385.00 "," 254,867.00 "," 58,288.00 "," 199,889.00 "," 178,627.00 "
" 94,672.00 "," 298,598.00 "," 474,126.00 "," 199,733.00 "," 242,229.00 "
" 335,435.00 "," 338,435.00 "," 387,588.00 "," 199,729.00 "," 73,902.00 "
" 160,234.00 "," 325,240.00 "," 436,261.00 "," 199,415.00 "," 160,890.00 "
" 102,273.00 "," 192,427.00 "," 438,348.00 "," 200,115.00 "," 70,899.00 "
" 239,844.00 "," 170,136.00 "," 117,169.00 "," 199,879.00 "," 108,013.00 "
" 271,436.00 "," 257,739.00 "," 1,640.00 "," 199,880.00 "," 81,509.00 "
" 180,445.00 "," 246,283.00 "," 20,799.00 "," 200,858.00 "," 4,815.00 "
" 192,166.00 "," 282,703.00 ", 213.00 ," 199,626.00 ",  -    
" 204,986.00 "," 240,465.00 "," 499,109.00 "," 199,725.00 "," 5,807.00 "
" 320,904.00 "," 240,804.00 "," 468,267.00 "," 200,348.00 ",  -    
" 190,088.00 "," 247,501.00 "," 215,499.00 "," 200,009.00 "," 57,786.00 "
" 293,805.00 "," 257,064.00 "," 171,610.00 "," 200,235.00 "," 198,786.00 "
" 80,172.00 "," 224,594.00 "," 499,288.00 "," 200,013.00 "," 208,011.00 "
" 187,918.00 "," 274,274.00 "," 458,142.00 "," 200,450.00 ",  -    
" 142,876.00 "," 325,199.00 "," 451,620.00 "," 199,842.00 ",  -    
" 166,225.00 "," 257,659.00 "," 378,396.00 "," 200,259.00 "," 103,252.00 "
" 204,909.00 "," 229,679.00 "," 18,645.00 "," 199,767.00 "," 121,278.00 "
" 172,966.00 "," 348,566.00 "," 438,181.00 "," 199,525.00 "," 122,401.00 "
" 27,827.00 "," 326,147.00 "," 255,890.00 "," 200,225.00 ",  -    
" 48,630.00 "," 210,280.00 "," 207,064.00 "," 199,940.00 "," 56,024.00 "
  -    ," 180,576.00 "," 303,902.00 "," 200,224.00 "," 168,447.00 "
" 340,349.00 "," 195,152.00 "," 157,432.00 "," 200,633.00 "," 29,725.00 "
" 142,109.00 "," 307,972.00 "," 406,391.00 "," 200,249.00 "," 186,710.00 "
" 199,564.00 "," 236,964.00 "," 182,905.00 "," 199,687.00 ",  -    
" 240,637.00 "," 296,005.00 "," 311,671.00 "," 199,959.00 "," 119,462.00 "
" 296,161.00 "," 171,965.00 "," 278,034.00 "," 199,865.00 ",  -    
" 126,987.00 "," 298,749.00 "," 374,938.00 "," 200,319.00 "," 227,673.00 "
" 305,524.00 "," 287,106.00 "," 36,959.00 "," 200,578.00 "," 43,471.00 "
" 224,162.00 "," 167,508.00 "," 157,425.00 "," 199,588.00 "," 100,233.00 "
" 177,017.00 "," 230,050.00 "," 52,848.00 "," 199,985.00 "," 124,392.00 "
" 222,413.00 "," 276,744.00 ", 5.00 ," 200,580.00 ",  -    
" 235,481.00 "," 246,364.00 "," 192,553.00 "," 199,913.00 "," 96,983.00 "
" 224,999.00 "," 199,668.00 "," 207,306.00 "," 199,806.00 ",  -    
" 184,115.00 "," 332,299.00 "," 156,882.00 "," 200,557.00 "," 91,126.00 "
" 313,332.00 "," 308,218.00 "," 27,483.00 "," 199,880.00 "," 91,183.00 "
" 207,052.00 "," 300,988.00 "," 433,156.00 "," 200,235.00 "," 37,481.00 "
" 104,862.00 "," 312,946.00 "," 171,482.00 "," 199,702.00 "," 84,668.00 "
" 224,331.00 "," 332,957.00 "," 338,780.00 "," 199,494.00 "," 32,617.00 "
" 12,073.00 "," 194,163.00 "," 148,653.00 "," 199,396.00 "," 205,619.00 "
" 248,529.00 "," 330,272.00 "," 429,689.00 "," 199,460.00 "," 23,379.00 "
" 174,888.00 "," 322,510.00 "," 59,897.00 "," 199,929.00 "," 120,752.00 "
" 245,506.00 "," 250,892.00 "," 283,518.00 "," 199,795.00 "," 261,350.00 "
" 212,287.00 "," 170,651.00 "," 16,449.00 "," 200,437.00 "," 161,977.00 "
" 368,445.00 "," 313,285.00 "," 383,307.00 "," 200,436.00 "," 262,727.00 "
" 88,142.00 "," 306,816.00 "," 420,581.00 "," 199,432.00 "," 117,404.00 "
" 135,751.00 "," 348,084.00 "," 208,189.00 "," 199,942.00 "," 3,195.00 "
" 108,938.00 "," 209,017.00 "," 42,059.00 "," 199,917.00 "," 145,351.00 "
" 127,953.00 "," 317,027.00 "," 15,850.00 "," 199,650.00 "," 69,379.00 "
" 341,096.00 "," 261,083.00 "," 334,033.00 "," 199,946.00 "," 71,986.00 "
" 189,839.00 "," 312,118.00 "," 329,194.00 "," 200,127.00 "," 86,151.00 "
" 166,934.00 "," 264,809.00 "," 223,540.00 "," 199,896.00 "," 157,557.00 "
" 218,722.00 "," 239,816.00 "," 361,763.00 "," 200,555.00 ",  -    
" 197,237.00 "," 294,169.00 "," 494,020.00 "," 199,676.00 "," 134,782.00 "
" 86,786.00 "," 220,804.00 "," 63,453.00 "," 199,926.00 "," 59,740.00 "
" 184,350.00 "," 347,257.00 "," 454,445.00 "," 199,380.00 "," 3,670.00 "
" 254,497.00 "," 328,364.00 "," 466,055.00 "," 199,617.00 "," 136,706.00 "
" 274,335.00 "," 244,582.00 "," 391,101.00 "," 200,262.00 "," 62,947.00 "
" 80,333.00 "," 156,513.00 "," 7,729.00 "," 199,799.00 "," 181,149.00 "
" 262,691.00 "," 280,721.00 "," 435,824.00 "," 199,673.00 "," 24,696.00 "
" 116,450.00 "," 300,364.00 "," 274,018.00 "," 199,782.00 "," 75,807.00 "
" 376,528.00 "," 313,445.00 "," 486,669.00 "," 200,046.00 "," 97,718.00 "
" 355,959.00 "," 176,790.00 "," 29,666.00 "," 199,984.00 "," 80,979.00 "
" 203,442.00 "," 219,537.00 "," 15,994.00 "," 199,352.00 "," 217,956.00 "
" 72,263.00 "," 216,993.00 ", 884.00 ," 199,601.00 ",  -    
" 317,570.00 "," 171,257.00 "," 377,023.00 "," 199,907.00 "," 49,577.00 "
  -    ," 298,005.00 "," 387,840.00 "," 199,643.00 "," 121,306.00 "
" 311,133.00 "," 238,413.00 "," 25,598.00 "," 199,313.00 ",  -    
" 7,626.00 "," 326,533.00 "," 77,070.00 "," 200,032.00 "," 139,401.00 "
" 268,564.00 "," 349,329.00 "," 496,663.00 "," 200,162.00 "," 65,978.00 "
" 182,804.00 "," 169,611.00 "," 148,344.00 "," 199,488.00 "," 70,411.00 "
" 201,209.00 "," 269,509.00 "," 493,695.00 "," 200,335.00 "," 97,921.00 "
" 148,073.00 "," 189,539.00 "," 497,214.00 "," 199,535.00 "," 78,774.00 "
" 212,827.00 "," 164,740.00 "," 224,049.00 "," 199,470.00 ",  -    
" 417,678.00 "," 273,338.00 "," 136,356.00 "," 200,214.00 ",  -    
" 406,453.00 "," 291,220.00 "," 499,096.00 "," 200,007.00 "," 156,637.00 "
" 179,870.00 "," 319,604.00 "," 484,172.00 "," 199,871.00 "," 107,744.00 "
" 317,703.00 "," 193,970.00 "," 265,094.00 "," 199,569.00 "," 54,881.00 "
" 87,659.00 "," 183,278.00 "," 474,124.00 "," 199,384.00 "," 104,129.00 "
" 221,087.00 "," 290,925.00 "," 106,304.00 "," 200,473.00 ",  -    
" 328,016.00 "," 156,934.00 "," 328,902.00 "," 200,224.00 "," 294,115.00 "
" 241,475.00 "," 302,617.00 "," 88,933.00 "," 199,576.00 "," 297,697.00 "
" 250,960.00 "," 322,732.00 "," 426,856.00 "," 199,695.00 ",  -    
" 170,194.00 "," 289,402.00 "," 96,180.00 "," 199,753.00 "," 97,379.00 "
" 206,533.00 "," 248,191.00 "," 499,124.00 "," 199,970.00 "," 159,731.00 "
" 41,812.00 "," 300,454.00 "," 428,473.00 "," 199,716.00 "," 32,104.00 "
" 212,926.00 "," 168,631.00 "," 427,763.00 "," 200,186.00 "," 5,455.00 "
" 326,131.00 "," 227,960.00 "," 497,971.00 "," 200,057.00 "," 70,019.00 "
" 44,263.00 "," 223,210.00 "," 9,097.00 "," 199,752.00 "," 77,628.00 "
" 73,415.00 "," 166,364.00 "," 476,754.00 "," 200,373.00 "," 81,164.00 "
" 171,342.00 "," 197,439.00 "," 21,451.00 "," 199,975.00 "," 225,108.00 "
" 232,168.00 "," 265,162.00 "," 466,344.00 "," 199,663.00 "," 15,639.00 "
" 266,431.00 "," 151,148.00 "," 468,551.00 "," 200,073.00 ",  -    
  -    ," 174,219.00 "," 10,356.00 "," 200,223.00 "," 5,502.00 "
" 53,543.00 "," 346,507.00 "," 364,822.00 "," 199,636.00 ",  -    
" 142,170.00 "," 245,948.00 "," 16,536.00 "," 200,277.00 ",  -    
